SerialNumber,DeviceUUID,OperatingSystem,OSVersion,KernelVersion,MacId,IMEI,ShippingDate,MicroControllerChipNumber,NetworkType,CommunicationProtocol,DataProtocol,IsWifiSupportAvailable,isStreamingMediaSupportAvailable,sensorType,FirmwareVersion,IsCertificateAdded,CertificatePath,IsL3,IsCapableOfPatching
SN23010002433,7cf9241e-c16f-452b-bcab-7e593024df7f,TINYOS,1.6.0.0,1.6.0.0,7cf9241e-c16f-452b-bcab-7e593024df7f,7cf9241e-c16f-452b-bcab-7e593024df7f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002434,17bbb7e7-65f9-4158-a536-b43730e3b0ca,TINYOS,1.6.0.0,1.6.0.0,17bbb7e7-65f9-4158-a536-b43730e3b0ca,17bbb7e7-65f9-4158-a536-b43730e3b0ca,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002435,4986d0b6-28d4-4281-9411-05a991fde600,TINYOS,1.6.0.0,1.6.0.0,4986d0b6-28d4-4281-9411-05a991fde600,4986d0b6-28d4-4281-9411-05a991fde600,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002436,c3e5bd9f-e519-45e1-8269-9f183dde2794,TINYOS,1.6.0.0,1.6.0.0,c3e5bd9f-e519-45e1-8269-9f183dde2794,c3e5bd9f-e519-45e1-8269-9f183dde2794,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002437,d311373c-df82-4e17-964e-d6b90cd89f1d,TINYOS,1.6.0.0,1.6.0.0,d311373c-df82-4e17-964e-d6b90cd89f1d,d311373c-df82-4e17-964e-d6b90cd89f1d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002438,cd8bb309-d7a4-4f73-8ad0-56aac9b50eea,TINYOS,1.6.0.0,1.6.0.0,cd8bb309-d7a4-4f73-8ad0-56aac9b50eea,cd8bb309-d7a4-4f73-8ad0-56aac9b50eea,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002439,d43798ba-218e-4734-a4e3-56cf195c5a1b,TINYOS,1.6.0.0,1.6.0.0,d43798ba-218e-4734-a4e3-56cf195c5a1b,d43798ba-218e-4734-a4e3-56cf195c5a1b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002440,616cefe5-e409-4b46-aeb1-1898c9c8b8b0,TINYOS,1.6.0.0,1.6.0.0,616cefe5-e409-4b46-aeb1-1898c9c8b8b0,616cefe5-e409-4b46-aeb1-1898c9c8b8b0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002441,78728d90-c6bb-4439-a827-b80471c1ddef,TINYOS,1.6.0.0,1.6.0.0,78728d90-c6bb-4439-a827-b80471c1ddef,78728d90-c6bb-4439-a827-b80471c1ddef,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002442,c34e17c6-0df7-49e4-8ba3-24a3314b1e9d,TINYOS,1.6.0.0,1.6.0.0,c34e17c6-0df7-49e4-8ba3-24a3314b1e9d,c34e17c6-0df7-49e4-8ba3-24a3314b1e9d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002443,d5979556-323c-4a61-9228-6a8867cbee8d,TINYOS,1.6.0.0,1.6.0.0,d5979556-323c-4a61-9228-6a8867cbee8d,d5979556-323c-4a61-9228-6a8867cbee8d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002444,18ce55de-8faf-45bc-bbc3-af5963546f0d,TINYOS,1.6.0.0,1.6.0.0,18ce55de-8faf-45bc-bbc3-af5963546f0d,18ce55de-8faf-45bc-bbc3-af5963546f0d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002445,0a12c05c-5caf-4cab-be9d-9cbc0b506491,TINYOS,1.6.0.0,1.6.0.0,0a12c05c-5caf-4cab-be9d-9cbc0b506491,0a12c05c-5caf-4cab-be9d-9cbc0b506491,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002446,790e537b-496f-4203-a684-b84a79e868eb,TINYOS,1.6.0.0,1.6.0.0,790e537b-496f-4203-a684-b84a79e868eb,790e537b-496f-4203-a684-b84a79e868eb,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002447,4c74e47a-75a6-46d1-899b-22e4465a31ca,TINYOS,1.6.0.0,1.6.0.0,4c74e47a-75a6-46d1-899b-22e4465a31ca,4c74e47a-75a6-46d1-899b-22e4465a31ca,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002448,08218127-fc76-4445-93d2-65af44caf34b,TINYOS,1.6.0.0,1.6.0.0,08218127-fc76-4445-93d2-65af44caf34b,08218127-fc76-4445-93d2-65af44caf34b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002449,86c0bb46-10cb-4a3a-98aa-2351fdbde16c,TINYOS,1.6.0.0,1.6.0.0,86c0bb46-10cb-4a3a-98aa-2351fdbde16c,86c0bb46-10cb-4a3a-98aa-2351fdbde16c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002450,3ecd438e-e4bc-4f2b-bf4b-05f2223b8810,TINYOS,1.6.0.0,1.6.0.0,3ecd438e-e4bc-4f2b-bf4b-05f2223b8810,3ecd438e-e4bc-4f2b-bf4b-05f2223b8810,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002451,71074f38-bcec-4566-9e78-6beb0788de63,TINYOS,1.6.0.0,1.6.0.0,71074f38-bcec-4566-9e78-6beb0788de63,71074f38-bcec-4566-9e78-6beb0788de63,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002452,8e18eee7-e751-42f3-b543-c21a631336d8,TINYOS,1.6.0.0,1.6.0.0,8e18eee7-e751-42f3-b543-c21a631336d8,8e18eee7-e751-42f3-b543-c21a631336d8,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002453,8c978ec2-e455-4390-8bdc-6346e67e06e6,TINYOS,1.6.0.0,1.6.0.0,8c978ec2-e455-4390-8bdc-6346e67e06e6,8c978ec2-e455-4390-8bdc-6346e67e06e6,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002454,fdd70a62-6901-4098-a759-8c8c69a274e3,TINYOS,1.6.0.0,1.6.0.0,fdd70a62-6901-4098-a759-8c8c69a274e3,fdd70a62-6901-4098-a759-8c8c69a274e3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002455,a95e0aae-930a-4d6b-aaec-16ccb2ae5de3,TINYOS,1.6.0.0,1.6.0.0,a95e0aae-930a-4d6b-aaec-16ccb2ae5de3,a95e0aae-930a-4d6b-aaec-16ccb2ae5de3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002456,c123f11c-0d82-452c-9fd0-d5117d1571fe,TINYOS,1.6.0.0,1.6.0.0,c123f11c-0d82-452c-9fd0-d5117d1571fe,c123f11c-0d82-452c-9fd0-d5117d1571fe,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002457,b0077871-3c7b-40e4-9c52-b2afeaeab161,TINYOS,1.6.0.0,1.6.0.0,b0077871-3c7b-40e4-9c52-b2afeaeab161,b0077871-3c7b-40e4-9c52-b2afeaeab161,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002458,b8239dc9-c9af-4929-9d6d-ebd15d92e58d,TINYOS,1.6.0.0,1.6.0.0,b8239dc9-c9af-4929-9d6d-ebd15d92e58d,b8239dc9-c9af-4929-9d6d-ebd15d92e58d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002459,3873b624-ae06-4ac9-99f4-ed2e9fded1ac,TINYOS,1.6.0.0,1.6.0.0,3873b624-ae06-4ac9-99f4-ed2e9fded1ac,3873b624-ae06-4ac9-99f4-ed2e9fded1ac,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002460,b31e049a-914a-4282-9c77-30673d099319,TINYOS,1.6.0.0,1.6.0.0,b31e049a-914a-4282-9c77-30673d099319,b31e049a-914a-4282-9c77-30673d099319,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002461,57b38283-2156-42f4-8467-e2ed54c3e705,TINYOS,1.6.0.0,1.6.0.0,57b38283-2156-42f4-8467-e2ed54c3e705,57b38283-2156-42f4-8467-e2ed54c3e705,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002462,a31c7ae7-3db5-42d4-a94f-a2bb3080c42e,TINYOS,1.6.0.0,1.6.0.0,a31c7ae7-3db5-42d4-a94f-a2bb3080c42e,a31c7ae7-3db5-42d4-a94f-a2bb3080c42e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002463,7f779d58-d111-405c-980f-45d003ac5f38,TINYOS,1.6.0.0,1.6.0.0,7f779d58-d111-405c-980f-45d003ac5f38,7f779d58-d111-405c-980f-45d003ac5f38,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002464,c778c0a9-dd25-410e-b6c5-96b35c9ab770,TINYOS,1.6.0.0,1.6.0.0,c778c0a9-dd25-410e-b6c5-96b35c9ab770,c778c0a9-dd25-410e-b6c5-96b35c9ab770,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002465,720c00de-5242-4e64-9811-fae24a549309,TINYOS,1.6.0.0,1.6.0.0,720c00de-5242-4e64-9811-fae24a549309,720c00de-5242-4e64-9811-fae24a549309,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002466,126dcd93-4dc0-4b3b-bf36-b0dffcfbe21d,TINYOS,1.6.0.0,1.6.0.0,126dcd93-4dc0-4b3b-bf36-b0dffcfbe21d,126dcd93-4dc0-4b3b-bf36-b0dffcfbe21d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002467,c0f2c29a-7293-4d40-be20-f9c6f08097f0,TINYOS,1.6.0.0,1.6.0.0,c0f2c29a-7293-4d40-be20-f9c6f08097f0,c0f2c29a-7293-4d40-be20-f9c6f08097f0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002468,f2ec4dcf-688a-4568-a215-4be24149af78,TINYOS,1.6.0.0,1.6.0.0,f2ec4dcf-688a-4568-a215-4be24149af78,f2ec4dcf-688a-4568-a215-4be24149af78,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002469,f80a3f34-f04c-452b-9dbf-171565de0266,TINYOS,1.6.0.0,1.6.0.0,f80a3f34-f04c-452b-9dbf-171565de0266,f80a3f34-f04c-452b-9dbf-171565de0266,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002470,2ea6e2fa-6fac-4149-a00c-ce8fab22cc1b,TINYOS,1.6.0.0,1.6.0.0,2ea6e2fa-6fac-4149-a00c-ce8fab22cc1b,2ea6e2fa-6fac-4149-a00c-ce8fab22cc1b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002471,c7e5fa93-8f44-477a-a1f2-ce731d27c58e,TINYOS,1.6.0.0,1.6.0.0,c7e5fa93-8f44-477a-a1f2-ce731d27c58e,c7e5fa93-8f44-477a-a1f2-ce731d27c58e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002472,13a404fc-2f40-4cf3-a063-5825eca1691e,TINYOS,1.6.0.0,1.6.0.0,13a404fc-2f40-4cf3-a063-5825eca1691e,13a404fc-2f40-4cf3-a063-5825eca1691e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002473,8aa14718-5e0a-4988-9499-340bcf3fc718,TINYOS,1.6.0.0,1.6.0.0,8aa14718-5e0a-4988-9499-340bcf3fc718,8aa14718-5e0a-4988-9499-340bcf3fc718,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002474,7ec7a4b6-af2f-4c61-b236-969f36ac6877,TINYOS,1.6.0.0,1.6.0.0,7ec7a4b6-af2f-4c61-b236-969f36ac6877,7ec7a4b6-af2f-4c61-b236-969f36ac6877,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002475,5832245a-835c-46e5-be71-dfd6fd130af3,TINYOS,1.6.0.0,1.6.0.0,5832245a-835c-46e5-be71-dfd6fd130af3,5832245a-835c-46e5-be71-dfd6fd130af3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002476,ad79be91-3e86-4546-ac11-01892a1ef4b2,TINYOS,1.6.0.0,1.6.0.0,ad79be91-3e86-4546-ac11-01892a1ef4b2,ad79be91-3e86-4546-ac11-01892a1ef4b2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002477,83b829d2-0510-43aa-9013-3862fe7da1fa,TINYOS,1.6.0.0,1.6.0.0,83b829d2-0510-43aa-9013-3862fe7da1fa,83b829d2-0510-43aa-9013-3862fe7da1fa,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002478,00bf12da-6b3c-4296-a40b-56aaebecfa71,TINYOS,1.6.0.0,1.6.0.0,00bf12da-6b3c-4296-a40b-56aaebecfa71,00bf12da-6b3c-4296-a40b-56aaebecfa71,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002479,d3fcffa1-6901-4b38-8267-663c135d09f2,TINYOS,1.6.0.0,1.6.0.0,d3fcffa1-6901-4b38-8267-663c135d09f2,d3fcffa1-6901-4b38-8267-663c135d09f2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002480,e9688385-7714-4a32-aa40-078618a42b60,TINYOS,1.6.0.0,1.6.0.0,e9688385-7714-4a32-aa40-078618a42b60,e9688385-7714-4a32-aa40-078618a42b60,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002481,f28c487d-9cb8-44b6-9bb7-c105cec9f62f,TINYOS,1.6.0.0,1.6.0.0,f28c487d-9cb8-44b6-9bb7-c105cec9f62f,f28c487d-9cb8-44b6-9bb7-c105cec9f62f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002482,9e7a451c-8132-4037-a124-235b3e05112b,TINYOS,1.6.0.0,1.6.0.0,9e7a451c-8132-4037-a124-235b3e05112b,9e7a451c-8132-4037-a124-235b3e05112b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002483,cdd9f752-b96a-443b-bb92-ccb20359479e,TINYOS,1.6.0.0,1.6.0.0,cdd9f752-b96a-443b-bb92-ccb20359479e,cdd9f752-b96a-443b-bb92-ccb20359479e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002484,d03a27a4-0b11-4f8b-b187-2aab695e58fc,TINYOS,1.6.0.0,1.6.0.0,d03a27a4-0b11-4f8b-b187-2aab695e58fc,d03a27a4-0b11-4f8b-b187-2aab695e58fc,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002485,766e7f75-59e2-42b4-a5ec-a905f6bdd0dd,TINYOS,1.6.0.0,1.6.0.0,766e7f75-59e2-42b4-a5ec-a905f6bdd0dd,766e7f75-59e2-42b4-a5ec-a905f6bdd0dd,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002486,6f77a2f6-2e08-4c4e-bcaf-a6c4ea31b3b3,TINYOS,1.6.0.0,1.6.0.0,6f77a2f6-2e08-4c4e-bcaf-a6c4ea31b3b3,6f77a2f6-2e08-4c4e-bcaf-a6c4ea31b3b3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002487,37af7e60-c607-4f3f-83e7-e18fa2b63062,TINYOS,1.6.0.0,1.6.0.0,37af7e60-c607-4f3f-83e7-e18fa2b63062,37af7e60-c607-4f3f-83e7-e18fa2b63062,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002488,efe3a8ba-b217-4179-8167-836cefcf0f62,TINYOS,1.6.0.0,1.6.0.0,efe3a8ba-b217-4179-8167-836cefcf0f62,efe3a8ba-b217-4179-8167-836cefcf0f62,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002489,2cb7c1eb-0071-448b-a6e9-1c00f9ea2e61,TINYOS,1.6.0.0,1.6.0.0,2cb7c1eb-0071-448b-a6e9-1c00f9ea2e61,2cb7c1eb-0071-448b-a6e9-1c00f9ea2e61,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002490,7bf148da-77e8-4094-aea5-1a60ffb6baa1,TINYOS,1.6.0.0,1.6.0.0,7bf148da-77e8-4094-aea5-1a60ffb6baa1,7bf148da-77e8-4094-aea5-1a60ffb6baa1,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002491,8ce6416d-8871-4853-accb-aff9be56228d,TINYOS,1.6.0.0,1.6.0.0,8ce6416d-8871-4853-accb-aff9be56228d,8ce6416d-8871-4853-accb-aff9be56228d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002492,f1f5a6e4-a5c8-40f3-a91b-80c5eb7712a2,TINYOS,1.6.0.0,1.6.0.0,f1f5a6e4-a5c8-40f3-a91b-80c5eb7712a2,f1f5a6e4-a5c8-40f3-a91b-80c5eb7712a2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002493,494ff86b-6e04-47bc-a935-6c235eb82777,TINYOS,1.6.0.0,1.6.0.0,494ff86b-6e04-47bc-a935-6c235eb82777,494ff86b-6e04-47bc-a935-6c235eb82777,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002494,628c6d2b-591c-43e0-965e-6e9b2e4f9448,TINYOS,1.6.0.0,1.6.0.0,628c6d2b-591c-43e0-965e-6e9b2e4f9448,628c6d2b-591c-43e0-965e-6e9b2e4f9448,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002495,b4baffc2-5636-4930-a4bc-babb178c2e94,TINYOS,1.6.0.0,1.6.0.0,b4baffc2-5636-4930-a4bc-babb178c2e94,b4baffc2-5636-4930-a4bc-babb178c2e94,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002496,327118c3-5488-436e-85e5-035d4afd8451,TINYOS,1.6.0.0,1.6.0.0,327118c3-5488-436e-85e5-035d4afd8451,327118c3-5488-436e-85e5-035d4afd8451,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002497,73848afa-23d0-43b2-86e7-e2979300d4f0,TINYOS,1.6.0.0,1.6.0.0,73848afa-23d0-43b2-86e7-e2979300d4f0,73848afa-23d0-43b2-86e7-e2979300d4f0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002498,b5e6fd96-f59f-4ed1-92a7-35ad233cf026,TINYOS,1.6.0.0,1.6.0.0,b5e6fd96-f59f-4ed1-92a7-35ad233cf026,b5e6fd96-f59f-4ed1-92a7-35ad233cf026,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002499,59fd46a4-22bb-4c04-bb2c-ec0905b1b713,TINYOS,1.6.0.0,1.6.0.0,59fd46a4-22bb-4c04-bb2c-ec0905b1b713,59fd46a4-22bb-4c04-bb2c-ec0905b1b713,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002500,21c8415a-f6a4-4573-950d-8f66d94344e6,TINYOS,1.6.0.0,1.6.0.0,21c8415a-f6a4-4573-950d-8f66d94344e6,21c8415a-f6a4-4573-950d-8f66d94344e6,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002501,c988d0a9-679d-4fae-ad3e-0eb9cda7e412,TINYOS,1.6.0.0,1.6.0.0,c988d0a9-679d-4fae-ad3e-0eb9cda7e412,c988d0a9-679d-4fae-ad3e-0eb9cda7e412,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002502,5e2a36e3-e7e7-4a0d-b7d3-e61beb1a556a,TINYOS,1.6.0.0,1.6.0.0,5e2a36e3-e7e7-4a0d-b7d3-e61beb1a556a,5e2a36e3-e7e7-4a0d-b7d3-e61beb1a556a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002503,1b8a1ba7-64b1-4e74-828b-6f8dde94be2e,TINYOS,1.6.0.0,1.6.0.0,1b8a1ba7-64b1-4e74-828b-6f8dde94be2e,1b8a1ba7-64b1-4e74-828b-6f8dde94be2e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002504,1cf5840b-7c57-47d0-b5b9-a4ffcf5a0296,TINYOS,1.6.0.0,1.6.0.0,1cf5840b-7c57-47d0-b5b9-a4ffcf5a0296,1cf5840b-7c57-47d0-b5b9-a4ffcf5a0296,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002505,0c054258-1868-4cb9-bfb8-56e26ce9e8e1,TINYOS,1.6.0.0,1.6.0.0,0c054258-1868-4cb9-bfb8-56e26ce9e8e1,0c054258-1868-4cb9-bfb8-56e26ce9e8e1,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002506,ae09b44a-9198-4519-a519-85db4c9bd552,TINYOS,1.6.0.0,1.6.0.0,ae09b44a-9198-4519-a519-85db4c9bd552,ae09b44a-9198-4519-a519-85db4c9bd552,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002507,92e1da51-c591-498b-81fd-9cafa62f6f54,TINYOS,1.6.0.0,1.6.0.0,92e1da51-c591-498b-81fd-9cafa62f6f54,92e1da51-c591-498b-81fd-9cafa62f6f54,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002508,b0ba9d1c-d3f2-49ef-90dc-a3e8ce74c4f5,TINYOS,1.6.0.0,1.6.0.0,b0ba9d1c-d3f2-49ef-90dc-a3e8ce74c4f5,b0ba9d1c-d3f2-49ef-90dc-a3e8ce74c4f5,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002509,97397490-968d-4881-82aa-935610bb6cf6,TINYOS,1.6.0.0,1.6.0.0,97397490-968d-4881-82aa-935610bb6cf6,97397490-968d-4881-82aa-935610bb6cf6,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010002510,723b360a-ed20-4a27-b693-caab7c54f19f,TINYOS,1.6.0.0,1.6.0.0,723b360a-ed20-4a27-b693-caab7c54f19f,723b360a-ed20-4a27-b693-caab7c54f19f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
